Circuito,Anno,Scuderia,Pilota,Nazionalità,Posizione Finale
European Grand Prix,2001,Jaguar,Irvine,British,7
European Grand Prix,2001,Jaguar,de la Rosa,Spanish,8
European Grand Prix,2001,BAR,Villeneuve,Canadian,9
European Grand Prix,2001,Sauber,Räikkönen,Finnish,10
European Grand Prix,2001,Benetton,Fisichella,Italian,11
European Grand Prix,2001,Prost,Burti,Brazilian,12
European Grand Prix,2001,Benetton,Button,British,13
European Grand Prix,2001,Minardi,Alonso,Spanish,14
European Grand Prix,2001,Prost,Alesi,French,15
European Grand Prix,2001,Arrows,Verstappen,Dutch,16
European Grand Prix,2001,Sauber,Heidfeld,German,17
European Grand Prix,2001,Jordan,Frentzen,German,18
European Grand Prix,2001,Jordan,Trulli,Italian,19
European Grand Prix,2001,Arrows,Bernoldi,Brazilian,20
European Grand Prix,2001,BAR,Panis,French,21
European Grand Prix,2001,Minardi,Marques,Brazilian,22
French Grand Prix,2001,Ferrari,Schumacher,German,1
French Grand Prix,2001,Williams,Schumacher,German,2
French Grand Prix,2001,Ferrari,Barrichello,Brazilian,3
French Grand Prix,2001,McLaren,Coulthard,British,4
French Grand Prix,2001,Jordan,Trulli,Italian,5
French Grand Prix,2001,Sauber,Heidfeld,German,6
French Grand Prix,2001,Sauber,Räikkönen,Finnish,7
French Grand Prix,2001,Jordan,Frentzen,German,8
French Grand Prix,2001,BAR,Panis,French,9
French Grand Prix,2001,Prost,Burti,Brazilian,10
French Grand Prix,2001,Benetton,Fisichella,Italian,11
French Grand Prix,2001,Prost,Alesi,French,12
French Grand Prix,2001,Arrows,Verstappen,Dutch,13
French Grand Prix,2001,Jaguar,de la Rosa,Spanish,14
French Grand Prix,2001,Minardi,Marques,Brazilian,15
French Grand Prix,2001,Benetton,Button,British,16
French Grand Prix,2001,Minardi,Alonso,Spanish,17
French Grand Prix,2001,Jaguar,Irvine,British,18
French Grand Prix,2001,Williams,Pablo Montoya,Colombian,19
French Grand Prix,2001,Arrows,Bernoldi,Brazilian,20
French Grand Prix,2001,BAR,Villeneuve,Canadian,21
French Grand Prix,2001,McLaren,Häkkinen,Finnish,22
British Grand Prix,2001,McLaren,Häkkinen,Finnish,1
British Grand Prix,2001,Ferrari,Schumacher,German,2
British Grand Prix,2001,Ferrari,Barrichello,Brazilian,3
British Grand Prix,2001,Williams,Pablo Montoya,Colombian,4
British Grand Prix,2001,Sauber,Räikkönen,Finnish,5
British Grand Prix,2001,Sauber,Heidfeld,German,6
British Grand Prix,2001,Jordan,Frentzen,German,7
British Grand Prix,2001,BAR,Villeneuve,Canadian,8
British Grand Prix,2001,Jaguar,Irvine,British,9
British Grand Prix,2001,Arrows,Verstappen,Dutch,10
British Grand Prix,2001,Prost,Alesi,French,11
British Grand Prix,2001,Jaguar,de la Rosa,Spanish,12
British Grand Prix,2001,Benetton,Fisichella,Italian,13
British Grand Prix,2001,Arrows,Bernoldi,Brazilian,14
British Grand Prix,2001,Benetton,Button,British,15
British Grand Prix,2001,Minardi,Alonso,Spanish,16
British Grand Prix,2001,Williams,Schumacher,German,17
British Grand Prix,2001,Prost,Burti,Brazilian,18
British Grand Prix,2001,McLaren,Coulthard,British,19
British Grand Prix,2001,Jordan,Trulli,Italian,20
British Grand Prix,2001,BAR,Panis,French,21
British Grand Prix,2001,Minardi,Marques,Brazilian,22
German Grand Prix,2001,Williams,Schumacher,German,1
German Grand Prix,2001,Ferrari,Barrichello,Brazilian,2
German Grand Prix,2001,BAR,Villeneuve,Canadian,3
German Grand Prix,2001,Benetton,Fisichella,Italian,4
German Grand Prix,2001,Benetton,Button,British,5
German Grand Prix,2001,Prost,Alesi,French,6
German Grand Prix,2001,BAR,Panis,French,7
German Grand Prix,2001,Arrows,Bernoldi,Brazilian,8
German Grand Prix,2001,Arrows,Verstappen,Dutch,9
German Grand Prix,2001,Minardi,Alonso,Spanish,10
German Grand Prix,2001,Jordan,Trulli,Italian,11
German Grand Prix,2001,McLaren,Coulthard,British,12
German Grand Prix,2001,Minardi,Marques,Brazilian,13
German Grand Prix,2001,Williams,Pablo Montoya,Colombian,14
German Grand Prix,2001,Ferrari,Schumacher,German,15
German Grand Prix,2001,Prost,Burti,Brazilian,16
German Grand Prix,2001,Sauber,Räikkönen,Finnish,17
German Grand Prix,2001,Jaguar,Irvine,British,18
German Grand Prix,2001,McLaren,Häkkinen,Finnish,19
German Grand Prix,2001,Jordan,Zonta,Brazilian,20
German Grand Prix,2001,Sauber,Heidfeld,German,21
German Grand Prix,2001,Jaguar,de la Rosa,Spanish,22
Hungarian Grand Prix,2001,Ferrari,Schumacher,German,1
Hungarian Grand Prix,2001,Ferrari,Barrichello,Brazilian,2
Hungarian Grand Prix,2001,McLaren,Coulthard,British,3
Hungarian Grand Prix,2001,Williams,Schumacher,German,4
Hungarian Grand Prix,2001,McLaren,Häkkinen,Finnish,5
Hungarian Grand Prix,2001,Sauber,Heidfeld,German,6
Hungarian Grand Prix,2001,Sauber,Räikkönen,Finnish,7
Hungarian Grand Prix,2001,Williams,Pablo Montoya,Colombian,8
Hungarian Grand Prix,2001,BAR,Villeneuve,Canadian,9
Hungarian Grand Prix,2001,Jordan,Alesi,French,10
Hungarian Grand Prix,2001,Jaguar,de la Rosa,Spanish,11
Hungarian Grand Prix,2001,Arrows,Verstappen,Dutch,12
Hungarian Grand Prix,2001,Benetton,Fisichella,Italian,13
Hungarian Grand Prix,2001,Prost,Frentzen,German,14
Hungarian Grand Prix,2001,Minardi,Marques,Brazilian,15
Hungarian Grand Prix,2001,BAR,Panis,French,16
Hungarian Grand Prix,2001,Jordan,Trulli,Italian,17
Hungarian Grand Prix,2001,Minardi,Alonso,Spanish,18
Hungarian Grand Prix,2001,Benetton,Button,British,19
Hungarian Grand Prix,2001,Arrows,Bernoldi,Brazilian,20
Hungarian Grand Prix,2001,Prost,Burti,Brazilian,21
Hungarian Grand Prix,2001,Jaguar,Irvine,British,22
Belgian Grand Prix,2001,Ferrari,Schumacher,German,1
Belgian Grand Prix,2001,McLaren,Coulthard,British,2
Belgian Grand Prix,2001,Benetton,Fisichella,Italian,3
Belgian Grand Prix,2001,McLaren,Häkkinen,Finnish,4
Belgian Grand Prix,2001,Ferrari,Barrichello,Brazilian,5
Belgian Grand Prix,2001,Jordan,Alesi,French,6
Belgian Grand Prix,2001,Williams,Schumacher,German,7
Belgian Grand Prix,2001,BAR,Villeneuve,Canadian,8
Belgian Grand Prix,2001,Prost,Frentzen,German,9
Belgian Grand Prix,2001,Arrows,Verstappen,Dutch,10
Belgian Grand Prix,2001,BAR,Panis,French,11
Belgian Grand Prix,2001,Arrows,Bernoldi,Brazilian,12
Belgian Grand Prix,2001,Minardi,Marques,Brazilian,13
Belgian Grand Prix,2001,Jordan,Trulli,Italian,14
Belgian Grand Prix,2001,Benetton,Button,British,15
Belgian Grand Prix,2001,Williams,Pablo Montoya,Colombian,16
Belgian Grand Prix,2001,Jaguar,de la Rosa,Spanish,17
Belgian Grand Prix,2001,Sauber,Heidfeld,German,18
Belgian Grand Prix,2001,Sauber,Räikkönen,Finnish,19
Belgian Grand Prix,2001,Jaguar,Irvine,British,20
Belgian Grand Prix,2001,Prost,Burti,Brazilian,21
Belgian Grand Prix,2001,Minardi,Alonso,Spanish,22
Italian Grand Prix,2001,Williams,Pablo Montoya,Colombian,1
Italian Grand Prix,2001,Ferrari,Barrichello,Brazilian,2
Italian Grand Prix,2001,Williams,Schumacher,German,3
Italian Grand Prix,2001,Ferrari,Schumacher,German,4
Italian Grand Prix,2001,Jaguar,de la Rosa,Spanish,5
Italian Grand Prix,2001,BAR,Villeneuve,Canadian,6
Italian Grand Prix,2001,Sauber,Räikkönen,Finnish,7
Italian Grand Prix,2001,Jordan,Alesi,French,8
Italian Grand Prix,2001,BAR,Panis,French,9
Italian Grand Prix,2001,Benetton,Fisichella,Italian,10
Italian Grand Prix,2001,Sauber,Heidfeld,German,11
Italian Grand Prix,2001,Prost,Enge,Czech,12
Italian Grand Prix,2001,Minardi,Alonso,Spanish,13
Italian Grand Prix,2001,Arrows,Bernoldi,Brazilian,14
Italian Grand Prix,2001,Minardi,Yoong,Malaysian,15
Italian Grand Prix,2001,Prost,Frentzen,German,16
Italian Grand Prix,2001,Arrows,Verstappen,Dutch,17
Italian Grand Prix,2001,McLaren,Häkkinen,Finnish,18
Italian Grand Prix,2001,Jaguar,Irvine,British,19
Italian Grand Prix,2001,McLaren,Coulthard,British,20
Italian Grand Prix,2001,Benetton,Button,British,21
Italian Grand Prix,2001,Jordan,Trulli,Italian,22
United States Grand Prix,2001,McLaren,Häkkinen,Finnish,1
United States Grand Prix,2001,Ferrari,Schumacher,German,2
United States Grand Prix,2001,McLaren,Coulthard,British,3
United States Grand Prix,2001,Jordan,Trulli,Italian,4
United States Grand Prix,2001,Jaguar,Irvine,British,5
United States Grand Prix,2001,Sauber,Heidfeld,German,6
United States Grand Prix,2001,Jordan,Alesi,French,7
United States Grand Prix,2001,Benetton,Fisichella,Italian,8
United States Grand Prix,2001,Benetton,Button,British,9
United States Grand Prix,2001,Prost,Frentzen,German,10
United States Grand Prix,2001,BAR,Panis,French,11
United States Grand Prix,2001,Jaguar,de la Rosa,Spanish,12
United States Grand Prix,2001,Arrows,Bernoldi,Brazilian,13
United States Grand Prix,2001,Prost,Enge,Czech,14
United States Grand Prix,2001,Ferrari,Barrichello,Brazilian,15
United States Grand Prix,2001,BAR,Villeneuve,Canadian,16
United States Grand Prix,2001,Arrows,Verstappen,Dutch,17
United States Grand Prix,2001,Williams,Pablo Montoya,Colombian,18
United States Grand Prix,2001,Minardi,Yoong,Malaysian,19
United States Grand Prix,2001,Williams,Schumacher,German,20
United States Grand Prix,2001,Minardi,Alonso,Spanish,21
United States Grand Prix,2001,Sauber,Räikkönen,Finnish,22
Japanese Grand Prix,2001,Ferrari,Schumacher,German,1
Japanese Grand Prix,2001,Williams,Pablo Montoya,Colombian,2
Japanese Grand Prix,2001,McLaren,Coulthard,British,3
Japanese Grand Prix,2001,McLaren,Häkkinen,Finnish,4
Japanese Grand Prix,2001,Ferrari,Barrichello,Brazilian,5
Japanese Grand Prix,2001,Williams,Schumacher,German,6
Japanese Grand Prix,2001,Benetton,Button,British,7
Japanese Grand Prix,2001,Jordan,Trulli,Italian,8
Japanese Grand Prix,2001,Sauber,Heidfeld,German,9
Japanese Grand Prix,2001,BAR,Villeneuve,Canadian,10
Japanese Grand Prix,2001,Minardi,Alonso,Spanish,11
Japanese Grand Prix,2001,Prost,Frentzen,German,12
Japanese Grand Prix,2001,BAR,Panis,French,13
Japanese Grand Prix,2001,Arrows,Bernoldi,Brazilian,14
Japanese Grand Prix,2001,Arrows,Verstappen,Dutch,15
Japanese Grand Prix,2001,Minardi,Yoong,Malaysian,16
Japanese Grand Prix,2001,Benetton,Fisichella,Italian,17
Japanese Grand Prix,2001,Jaguar,de la Rosa,Spanish,18
Japanese Grand Prix,2001,Prost,Enge,Czech,19
Japanese Grand Prix,2001,Jaguar,Irvine,British,20
Japanese Grand Prix,2001,Sauber,Räikkönen,Finnish,21
Japanese Grand Prix,2001,Jordan,Alesi,French,22
Australian Grand Prix,2000,Ferrari,Schumacher,German,1
Australian Grand Prix,2000,Ferrari,Barrichello,Brazilian,2
Australian Grand Prix,2000,Williams,Schumacher,German,3
Australian Grand Prix,2000,BAR,Villeneuve,Canadian,4
Australian Grand Prix,2000,Benetton,Fisichella,Italian,5
Australian Grand Prix,2000,BAR,Zonta,Brazilian,6
Australian Grand Prix,2000,Benetton,Wurz,Austrian,7
Australian Grand Prix,2000,Minardi,Gené,Spanish,8
Australian Grand Prix,2000,Prost,Heidfeld,German,9
Australian Grand Prix,2000,Sauber,Salo,Finnish,10
Australian Grand Prix,2000,Williams,Button,British,11
Australian Grand Prix,2000,Sauber,Diniz,Brazilian,12
Australian Grand Prix,2000,Minardi,Mazzacane,Argentine,13
Australian Grand Prix,2000,Jordan,Frentzen,German,14
Australian Grand Prix,2000,Jordan,Trulli,Italian,15
Australian Grand Prix,2000,Prost,Alesi,French,16
Australian Grand Prix,2000,McLaren,Häkkinen,Finnish,17
Australian Grand Prix,2000,Arrows,Verstappen,Dutch,18
Australian Grand Prix,2000,McLaren,Coulthard,British,19
Australian Grand Prix,2000,Arrows,de la Rosa,Spanish,20
Australian Grand Prix,2000,Jaguar,Irvine,British,21
Australian Grand Prix,2000,Jaguar,Herbert,British,22
Brazilian Grand Prix,2000,Ferrari,Schumacher,German,1
Brazilian Grand Prix,2000,Benetton,Fisichella,Italian,2
Brazilian Grand Prix,2000,Jordan,Frentzen,German,3
Brazilian Grand Prix,2000,Jordan,Trulli,Italian,4
Brazilian Grand Prix,2000,Williams,Schumacher,German,5
Brazilian Grand Prix,2000,Williams,Button,British,6
Brazilian Grand Prix,2000,Arrows,Verstappen,Dutch,7
Brazilian Grand Prix,2000,Arrows,de la Rosa,Spanish,8
Brazilian Grand Prix,2000,BAR,Zonta,Brazilian,9
Brazilian Grand Prix,2000,Minardi,Mazzacane,Argentine,10
Brazilian Grand Prix,2000,McLaren,Coulthard,British,11
Brazilian Grand Prix,2000,Jaguar,Herbert,British,12
Brazilian Grand Prix,2000,Minardi,Gené,Spanish,13
Brazilian Grand Prix,2000,McLaren,Häkkinen,Finnish,14
Brazilian Grand Prix,2000,Ferrari,Barrichello,Brazilian,15
Brazilian Grand Prix,2000,Jaguar,Irvine,British,16
Brazilian Grand Prix,2000,BAR,Villeneuve,Canadian,17
Brazilian Grand Prix,2000,Prost,Alesi,French,18
Brazilian Grand Prix,2000,Prost,Heidfeld,German,19
Brazilian Grand Prix,2000,Benetton,Wurz,Austrian,20
Brazilian Grand Prix,2000,Sauber,Diniz,Brazilian,21
Brazilian Grand Prix,2000,Sauber,Salo,Finnish,22
San Marino Grand Prix,2000,Ferrari,Schumacher,German,1
San Marino Grand Prix,2000,McLaren,Häkkinen,Finnish,2
San Marino Grand Prix,2000,McLaren,Coulthard,British,3
San Marino Grand Prix,2000,Ferrari,Barrichello,Brazilian,4
San Marino Grand Prix,2000,BAR,Villeneuve,Canadian,5
San Marino Grand Prix,2000,Sauber,Salo,Finnish,6
San Marino Grand Prix,2000,Jaguar,Irvine,British,7
San Marino Grand Prix,2000,Sauber,Diniz,Brazilian,8
San Marino Grand Prix,2000,Benetton,Wurz,Austrian,9
San Marino Grand Prix,2000,Jaguar,Herbert,British,10
San Marino Grand Prix,2000,Benetton,Fisichella,Italian,11
San Marino Grand Prix,2000,BAR,Zonta,Brazilian,12
San Marino Grand Prix,2000,Minardi,Mazzacane,Argentine,13
San Marino Grand Prix,2000,Arrows,Verstappen,Dutch,14
San Marino Grand Prix,2000,Jordan,Trulli,Italian,15
San Marino Grand Prix,2000,Arrows,de la Rosa,Spanish,16
San Marino Grand Prix,2000,Williams,Schumacher,German,17
San Marino Grand Prix,2000,Prost,Alesi,French,18
San Marino Grand Prix,2000,Prost,Heidfeld,German,19
San Marino Grand Prix,2000,Williams,Button,British,20
San Marino Grand Prix,2000,Minardi,Gené,Spanish,21
San Marino Grand Prix,2000,Jordan,Frentzen,German,22
British Grand Prix,2000,McLaren,Coulthard,British,1
British Grand Prix,2000,McLaren,Häkkinen,Finnish,2
British Grand Prix,2000,Ferrari,Schumacher,German,3
British Grand Prix,2000,Williams,Schumacher,German,4
British Grand Prix,2000,Williams,Button,British,5
British Grand Prix,2000,Jordan,Trulli,Italian,6
British Grand Prix,2000,Benetton,Fisichella,Italian,7
British Grand Prix,2000,Sauber,Salo,Finnish,8
British Grand Prix,2000,Benetton,Wurz,Austrian,9
British Grand Prix,2000,Prost,Alesi,French,10
British Grand Prix,2000,Sauber,Diniz,Brazilian,11
British Grand Prix,2000,Jaguar,Herbert,British,12
British Grand Prix,2000,Jaguar,Irvine,British,13
British Grand Prix,2000,Minardi,Gené,Spanish,14
British Grand Prix,2000,Minardi,Mazzacane,Argentine,15
British Grand Prix,2000,BAR,Villeneuve,Canadian,16
British Grand Prix,2000,Jordan,Frentzen,German,17
British Grand Prix,2000,Prost,Heidfeld,German,18
British Grand Prix,2000,BAR,Zonta,Brazilian,19
British Grand Prix,2000,Ferrari,Barrichello,Brazilian,20
British Grand Prix,2000,Arrows,de la Rosa,Spanish,21
British Grand Prix,2000,Arrows,Verstappen,Dutch,22
Spanish Grand Prix,2000,McLaren,Häkkinen,Finnish,1
Spanish Grand Prix,2000,McLaren,Coulthard,British,2
Spanish Grand Prix,2000,Ferrari,Barrichello,Brazilian,3
Spanish Grand Prix,2000,Williams,Schumacher,German,4
Spanish Grand Prix,2000,Ferrari,Schumacher,German,5
Spanish Grand Prix,2000,Jordan,Frentzen,German,6
Spanish Grand Prix,2000,Sauber,Salo,Finnish,7
Spanish Grand Prix,2000,BAR,Zonta,Brazilian,8
Spanish Grand Prix,2000,Benetton,Fisichella,Italian,9
Spanish Grand Prix,2000,Benetton,Wurz,Austrian,10
Spanish Grand Prix,2000,Jaguar,Irvine,British,11
Spanish Grand Prix,2000,Jordan,Trulli,Italian,12
Spanish Grand Prix,2000,Jaguar,Herbert,British,13
Spanish Grand Prix,2000,Minardi,Gené,Spanish,14
Spanish Grand Prix,2000,Minardi,Mazzacane,Argentine,15
Spanish Grand Prix,2000,Prost,Heidfeld,German,16
Spanish Grand Prix,2000,Williams,Button,British,17
Spanish Grand Prix,2000,Arrows,Verstappen,Dutch,18
Spanish Grand Prix,2000,BAR,Villeneuve,Canadian,19
Spanish Grand Prix,2000,Prost,Alesi,French,20
Spanish Grand Prix,2000,Arrows,de la Rosa,Spanish,21
Spanish Grand Prix,2000,Sauber,Diniz,Brazilian,22
European Grand Prix,2000,Ferrari,Schumacher,German,1
European Grand Prix,2000,McLaren,Häkkinen,Finnish,2
European Grand Prix,2000,McLaren,Coulthard,British,3
European Grand Prix,2000,Ferrari,Barrichello,Brazilian,4
European Grand Prix,2000,Benetton,Fisichella,Italian,5
European Grand Prix,2000,Arrows,de la Rosa,Spanish,6
European Grand Prix,2000,Sauber,Diniz,Brazilian,7
European Grand Prix,2000,Minardi,Mazzacane,Argentine,8
European Grand Prix,2000,Prost,Alesi,French,9
European Grand Prix,2000,Williams,Button,British,10
European Grand Prix,2000,Jaguar,Herbert,British,11
European Grand Prix,2000,Benetton,Wurz,Austrian,12
European Grand Prix,2000,BAR,Zonta,Brazilian,13
European Grand Prix,2000,Minardi,Gené,Spanish,14
European Grand Prix,2000,BAR,Villeneuve,Canadian,15
European Grand Prix,2000,Jaguar,Irvine,British,16
European Grand Prix,2000,Arrows,Verstappen,Dutch,17
European Grand Prix,2000,Williams,Schumacher,German,18
European Grand Prix,2000,Sauber,Salo,Finnish,19
European Grand Prix,2000,Jordan,Frentzen,German,20
European Grand Prix,2000,Jordan,Trulli,Italian,21
Monaco Grand Prix,2000,McLaren,Coulthard,British,1
Monaco Grand Prix,2000,Ferrari,Barrichello,Brazilian,2
Monaco Grand Prix,2000,Benetton,Fisichella,Italian,3
Monaco Grand Prix,2000,Jaguar,Irvine,British,4
Monaco Grand Prix,2000,Sauber,Salo,Finnish,5
Monaco Grand Prix,2000,McLaren,Häkkinen,Finnish,6
Monaco Grand Prix,2000,BAR,Villeneuve,Canadian,7
Monaco Grand Prix,2000,Prost,Heidfeld,German,8
Monaco Grand Prix,2000,Jaguar,Herbert,British,9
Monaco Grand Prix,2000,Jordan,Frentzen,German,10
Monaco Grand Prix,2000,Arrows,Verstappen,Dutch,11
Monaco Grand Prix,2000,Ferrari,Schumacher,German,12
Monaco Grand Prix,2000,BAR,Zonta,Brazilian,13
Monaco Grand Prix,2000,Williams,Schumacher,German,14
Monaco Grand Prix,2000,Jordan,Trulli,Italian,15
Monaco Grand Prix,2000,Sauber,Diniz,Brazilian,16
Monaco Grand Prix,2000,Prost,Alesi,French,17
Monaco Grand Prix,2000,Minardi,Mazzacane,Argentine,18
Monaco Grand Prix,2000,Minardi,Gené,Spanish,19
Monaco Grand Prix,2000,Benetton,Wurz,Austrian,20
Monaco Grand Prix,2000,Williams,Button,British,21
Monaco Grand Prix,2000,Arrows,de la Rosa,Spanish,22
Canadian Grand Prix,2000,Ferrari,Schumacher,German,1
Canadian Grand Prix,2000,Ferrari,Barrichello,Brazilian,2
Canadian Grand Prix,2000,Benetton,Fisichella,Italian,3
Canadian Grand Prix,2000,McLaren,Häkkinen,Finnish,4
Canadian Grand Prix,2000,Arrows,Verstappen,Dutch,5
Canadian Grand Prix,2000,Jordan,Trulli,Italian,6
Canadian Grand Prix,2000,McLaren,Coulthard,British,7
Canadian Grand Prix,2000,BAR,Zonta,Brazilian,8
Canadian Grand Prix,2000,Benetton,Wurz,Austrian,9
Canadian Grand Prix,2000,Sauber,Diniz,Brazilian,10
Canadian Grand Prix,2000,Williams,Button,British,11
Canadian Grand Prix,2000,Minardi,Mazzacane,Argentine,12
Canadian Grand Prix,2000,Jaguar,Irvine,British,13
Canadian Grand Prix,2000,Williams,Schumacher,German,14
Canadian Grand Prix,2000,BAR,Villeneuve,Canadian,15
Canadian Grand Prix,2000,Minardi,Gené,Spanish,16
Canadian Grand Prix,2000,Arrows,de la Rosa,Spanish,17
Canadian Grand Prix,2000,Sauber,Salo,Finnish,18
Canadian Grand Prix,2000,Prost,Alesi,French,19
Canadian Grand Prix,2000,Prost,Heidfeld,German,20
Canadian Grand Prix,2000,Jordan,Frentzen,German,21
Canadian Grand Prix,2000,Jaguar,Herbert,British,22
French Grand Prix,2000,McLaren,Coulthard,British,1
French Grand Prix,2000,McLaren,Häkkinen,Finnish,2
French Grand Prix,2000,Ferrari,Barrichello,Brazilian,3
French Grand Prix,2000,BAR,Villeneuve,Canadian,4
French Grand Prix,2000,Williams,Schumacher,German,5
French Grand Prix,2000,Jordan,Trulli,Italian,6
French Grand Prix,2000,Jordan,Frentzen,German,7
French Grand Prix,2000,Williams,Button,British,8
French Grand Prix,2000,Benetton,Fisichella,Italian,9
French Grand Prix,2000,Sauber,Salo,Finnish,10
French Grand Prix,2000,Sauber,Diniz,Brazilian,11
French Grand Prix,2000,Prost,Heidfeld,German,12
French Grand Prix,2000,Jaguar,Irvine,British,13
French Grand Prix,2000,Prost,Alesi,French,14
French Grand Prix,2000,Minardi,Gené,Spanish,15
French Grand Prix,2000,Ferrari,Schumacher,German,16
French Grand Prix,2000,Arrows,de la Rosa,Spanish,17
French Grand Prix,2000,Benetton,Wurz,Austrian,18
French Grand Prix,2000,Minardi,Mazzacane,Argentine,19
French Grand Prix,2000,Arrows,Verstappen,Dutch,20
French Grand Prix,2000,Jaguar,Herbert,British,21
French Grand Prix,2000,BAR,Zonta,Brazilian,22
Austrian Grand Prix,2000,McLaren,Häkkinen,Finnish,1
Austrian Grand Prix,2000,McLaren,Coulthard,British,2
Austrian Grand Prix,2000,Ferrari,Barrichello,Brazilian,3
Austrian Grand Prix,2000,BAR,Villeneuve,Canadian,4
Austrian Grand Prix,2000,Williams,Button,British,5
Austrian Grand Prix,2000,Sauber,Salo,Finnish,6
Austrian Grand Prix,2000,Jaguar,Herbert,British,7
Austrian Grand Prix,2000,Minardi,Gené,Spanish,8
